refcode,HOMO,LUMO,gap,dipole_moment_Debye,splitting,hirshfeld,N_FOD
ZIDKAY,-5.0805,-1.0119,4.0686,2.5382,98.14,0.00371,0.357092
ZILSEU,-14.2983,-11.2791,3.0192,0.16529,22.59,0.168951,0.427041
ZILVUO,-9.5808,-5.4511,4.1297,8.37578,127.97,0.058498,0.309733
ZILYIC,-5.0429,-2.2886,2.7543,4.78444,-25.97,0.274829,0.885532
ZILZUP,-4.5172,-2.8668,1.6504,11.76674,-33.39,0.264262,1.411615
ZIMBEC,-6.3782,-4.4585,1.9197,2.34166,-12.73,0.411921,0.797592
ZIMPUG,-4.0826,-2.0936,1.989,0.45848,29.06,0.064801,1.521432
ZIMQAN,-4.0286,-1.9633,2.0653,0.3183,16.47,0.063948,1.470681
ZIVLIC,-7.7818,-5.5159,2.2659,17.01752,21.2,0.111611,1.119359
ZIXMOI,-9.0185,-5.8489,3.1696,10.78593,63.94,0.067928,0.449979
ZIZHOI,-4.5403,-1.2469,3.2934,0,51.06,-0.171525,0.80543
ZOBQIQ,-7.6043,-4.8509,2.7534,8.01033,33.56,-0.044737,1.045057
ZOFDAC,-5.2189,-3.2361,1.9828,4.35637,-21.27,0.411517,1.155171
ZOJXOL,-12.3933,-9.3286,3.0647,0,-35.59,0.127492,0.322433
ZOQXIM,-5.5376,-1.3645,4.1731,2.6719,127.1,0.068467,0.366762
ZOSZIQ,-5.3501,-2.9555,2.3946,8.74572,42.61,0.034196,1.071105
ZOTRAB,-4.7155,-2.6875,2.028,0,17.29,-0.103753,0.939368
ZOVTUZ,-4.4188,-2.5218,1.897,7.36608,-19.33,0.24746,1.191396
ZOVZOB,-5.4929,-2.2536,3.2393,6.74417,-22.18,0.168331,0.705795
ZOWPAF,-5.1412,-2.5035,2.6377,9.84251,-67.16,0.216429,0.909297
ZOYCUL,-4.4687,-0.698,3.7707,1.00E-05,-82.87,0.162245,0.310525
ZOZGEA,-12.1368,-9.2819,2.8549,0.5041,-28.05,0.014361,0.277595
ZOZPAF,-1.4179,1.0625,2.4804,3.93629,-6.46,0.103084,1.278659
ZUJRAZ,-3.9835,-2.0856,1.8979,7.74524,-29.53,0.280245,1.353544
ZULGAQ,1.1251,3.3014,2.1763,8.59532,-23.78,0.309844,1.052749
ZUMCUI,-4.8678,-2.4451,2.4227,9.5314,-33.95,0.204056,1.127957
ZUMSEH,-4.3658,-2.3977,1.9681,10.47949,-35.05,0.122679,1.149901
ZUNDIN,-4.5329,-2.2354,2.2975,7.24627,19.16,-0.13713,1.014095
ZUQLAA,-5.422,-2.7933,2.6287,5.45736,-20.91,0.208459,0.750563
ZURDEV,-4.88,-1.2675,3.6125,0.38256,142.21,-0.142282,0.629822
ZURVIR,1.6194,4.9802,3.3608,1.8771,-61.13,0.17089,0.90216
ZUSSUB,-5.4061,-3.3923,2.0138,8.73725,80.55,0.028086,2.907772
ZUTHEB,-5.1343,-2.8171,2.3172,6.95102,28.36,-0.00455,1.018221
ZUWXUN,-5.7695,-2.3001,3.4694,4.48571,45.16,-0.107318,0.344037
ZUWYOI,-5.4999,-2.1877,3.3122,10.01594,38.74,-0.061755,0.851556
ZUYNEM,-4.2226,-1.5991,2.6235,5.86449,-40.35,0.176454,0.939223
ZUZWEW,-4.7141,-1.9378,2.7763,3.83104,-33.04,0.165349,0.973958
ZZZAOG01,-4.7979,-2.3363,2.4616,0.41268,36.16,0.10557,1.263289
ZZZRXM01,-8.7963,-5.5109,3.2854,8.85997,-33.32,0.147232,0.266118
ZZZTMK03,-4.5793,-1.3271,3.2522,3.7696,26.89,0.108231,0.54754
