refcode,total_charge,multiplicity,n_atoms,n_elecs,HOMO,LUMO,gap,dipole_moment_Debye,Dispersion_E,Metal_q,Polarizability
VASYAQ,0,1,35,244,-0.16258,-0.09453,0.06805,0.0122,-0.075086,0.24019,275.398964
VAVPAM,0,1,121,506,-0.16859,-0.04692,0.12167,0.6314,-0.27114,-0.35364,679.944818
VAVRAN,0,1,59,288,-0.18476,-0.09841,0.08635,2.3943,-0.121999,0.78839,401.835296
VAVRER,0,1,61,308,-0.18257,-0.10451,0.07806,1.4157,-0.128181,0.77817,419.705485
VAWCEE,1,1,42,266,-0.33334,-0.22552,0.10782,8.8746,-0.087303,-0.63281,313.221249
VAWDAZ,1,1,94,412,-0.29269,-0.19775,0.09494,2.3279,-0.236502,0.25979,615.82054
VAWDIJ,1,1,119,518,-0.26417,-0.17106,0.09311,5.122,-0.326072,0.37678,769.70936
VAWDOP,1,1,104,458,-0.2709,-0.16932,0.10158,4.4229,-0.277902,0.35925,682.706653
VAWDUV,1,1,111,480,-0.26559,-0.17266,0.09293,4.3411,-0.293491,0.36576,712.348979
VAWFAD,1,1,104,458,-0.26782,-0.17289,0.09493,3.8021,-0.275739,0.3661,682.669422
VAWSAQ,0,1,47,272,-0.2075,-0.08576,0.12174,6.4929,-0.077612,0.15376,294.859696
VAWSOE,0,1,41,252,-0.20621,-0.05607,0.15014,10.556,-0.064003,0.18119,281.429451
VAYCEE,0,1,93,406,-0.18227,-0.11435,0.06792,0.9772,-0.167103,0.73759,545.126546
VAYDAB,0,1,113,516,-0.18488,-0.10115,0.08373,3.4752,-0.24304,0.78009,693.896649
VAZHEL,0,1,35,228,-0.20307,-0.07749,0.12558,4.0527,-0.05874,0.59042,225.006814
VAZHIP,0,1,45,268,-0.19981,-0.07714,0.12267,4.1543,-0.081147,0.59136,287.621316
VAZHOV,0,1,65,354,-0.19487,-0.07965,0.11522,3.9389,-0.122413,0.59074,416.899073
VAZHUB,0,1,65,354,-0.1949,-0.07978,0.11512,4.0004,-0.123328,0.58947,416.917247
VAZMOZ,1,1,111,478,-0.27464,-0.17239,0.10225,2.3938,-0.271524,0.26251,722.94009
VEBLOF,1,1,60,316,-0.2847,-0.16668,0.11802,8.1842,-0.133133,0.34214,383.537266
VECNOI,0,1,36,266,-0.15328,-0.11672,0.03656,14.2273,-0.078808,0.21722,293.540505
VECNUO,0,1,40,290,-0.15362,-0.11619,0.03743,14.0583,-0.090897,0.2125,332.965203
VECPEA,0,1,57,322,-0.14733,-0.10923,0.0381,16.6568,-0.111095,0.21353,374.630955
VECPIE,0,1,38,278,-0.15184,-0.11484,0.037,14.9667,-0.085563,0.20852,310.907216
VEDGOC,0,1,69,380,-0.17915,-0.08233,0.09682,7.507,-0.131775,0.69566,400.100654
VEDLEX,1,1,136,674,-0.24157,-0.19541,0.04616,8.1156,-0.300428,0.36235,874.267601
VEFPUU,1,1,60,354,-0.29945,-0.20414,0.09531,11.8819,-0.131724,0.38015,389.540415
VEGFOD,0,1,62,306,-0.18534,-0.0683,0.11704,5.6212,-0.115586,0.31664,381.670852
VEHLUR,0,1,62,386,-0.18605,-0.11164,0.07441,10.4096,-0.122836,0.83763,454.938173
VEHMAY,0,1,66,338,-0.17563,-0.12013,0.0555,12.5025,-0.12339,1.08212,459.623029
VEHMEC,0,1,62,368,-0.20277,-0.10591,0.09686,9.4282,-0.119658,0.9186,436.173965
VEHMOM,0,1,62,404,-0.19426,-0.1078,0.08646,10.5134,-0.122851,0.78432,460.369058
VEHQIJ,0,1,103,474,-0.08587,-0.07633,0.00954,1.0906,-0.21269,0.48804,589.426545
VEJVAK,0,1,50,282,-0.18038,-0.07477,0.10561,4.11,-0.098413,0.54202,335.641115
VEJVEO,0,1,50,282,-0.17817,-0.07437,0.1038,2.1605,-0.098896,0.52772,335.598622
VEMPUA,0,1,35,254,-0.20592,-0.13009,0.07583,11.6585,-0.061868,0.37148,244.793437
VEMQAH,0,1,41,270,-0.20589,-0.12988,0.07601,13.6239,-0.068722,0.37077,267.913784
VEMQEL,0,1,125,494,-0.20391,-0.12812,0.07579,14.8886,-0.177643,0.36894,594.42545
VEMQIP,0,1,86,494,-0.21162,-0.09036,0.12126,6.0863,-0.189064,0.44376,570.329381
VENLOR,0,1,75,316,-0.18886,-0.08974,0.09912,0.0048,-0.149368,0.79494,453.211893
VEQWOF,0,1,65,360,-0.19949,-0.11868,0.08081,8.2407,-0.134088,0.47346,380.937743
VETLIR,0,1,55,298,-0.18871,-0.09516,0.09355,11.1184,-0.098774,0.38975,338.967392
VETTET,0,1,163,634,-0.17025,-0.07438,0.09587,0.001,-0.339616,1.26162,837.241108
VEWJAJ,0,1,42,268,-0.18903,-0.11415,0.07488,8.8216,-0.077533,-0.78486,317.268477
VEWSAU,0,1,119,504,-0.18511,-0.10065,0.08446,10.9425,-0.220162,0.9561,647.093442
VEXJOZ,0,1,71,348,-0.21032,-0.05847,0.15185,9.8547,-0.138194,0.14905,397.223005
VEZVED,1,1,52,326,-0.34181,-0.19956,0.14225,7.5622,-0.116078,0.77192,347.415071
VEZXIJ,0,1,39,240,-0.20388,-0.09433,0.10955,10.259,-0.072739,0.16518,262.653704
VIBCOA,0,1,89,402,-0.17397,-0.05584,0.11813,10.2538,-0.222328,0.2968,582.865658
VIBCUG,0,1,90,408,-0.17096,-0.05689,0.11407,10.8995,-0.22634,0.32073,589.559144
VIBDER,0,1,83,386,-0.17504,-0.05678,0.11826,10.1734,-0.212347,0.30733,559.837104
VIBJEY,1,1,88,416,-0.2989,-0.1826,0.1163,0.789,-0.222087,-0.35666,550.333926
VIBKOJ,0,1,96,512,-0.1785,-0.07417,0.10433,1.5773,-0.263005,0.44846,678.169347
VIBVEI,0,1,97,380,-0.15147,-0.04198,0.10949,2.9266,-0.227638,-0.66445,559.350588
VIBWOU,0,1,65,354,-0.17694,-0.07813,0.09881,9.5113,-0.155932,0.39355,433.007784
VICMOM,0,1,81,410,-0.15694,-0.09274,0.0642,8.0949,-0.212846,0.17153,572.501815
VICNAZ,0,1,47,310,-0.18338,-0.09943,0.08395,10.1684,-0.089866,-0.79367,362.693073
VICNON,0,1,81,374,-0.15155,-0.08997,0.06158,6.6714,-0.208498,0.2705,553.867956
VICRAD,1,1,95,414,-0.27433,-0.17786,0.09647,5.1531,-0.234148,0.29809,609.735911
VICREH,1,1,101,478,-0.28303,-0.19444,0.08859,3.849,-0.249142,0.30868,640.298539
VICROR,1,1,94,456,-0.28809,-0.1952,0.09289,4.7301,-0.232933,0.2833,610.627738
VICTAF,1,1,61,302,-0.30148,-0.15537,0.14611,7.6553,-0.105271,0.31938,339.050002
VIDPIK,0,1,68,386,-0.1828,-0.07521,0.10759,6.5414,-0.150381,0.41,451.451533
VIDRAC,0,1,77,354,-0.16755,-0.0887,0.07885,2.7309,-0.161487,0.75679,513.310299
VIHCUM,0,1,102,584,-0.20055,-0.08373,0.11682,9.4341,-0.265355,0.42704,664.493445
VIHDAT,0,1,96,520,-0.18928,-0.0759,0.11338,6.8534,-0.236507,0.45695,633.848455
VIHDEX,0,1,102,584,-0.19873,-0.09148,0.10725,6.7828,-0.256424,0.44964,664.311268
VIHDOH,0,1,90,456,-0.17059,-0.063,0.10759,2.7571,-0.23293,0.44864,603.843401
VIHHIG,0,1,84,398,-0.19125,-0.06261,0.12864,5.3245,-0.166609,0.46319,503.44943
VIHXOB,0,1,87,426,-0.16079,-0.08354,0.07725,8.6578,-0.226272,0.16801,600.29242
VIKNAH,0,1,54,298,-0.18082,-0.10208,0.07874,5.609,-0.100143,0.4722,349.213895
VIMHUV,0,1,91,484,-0.20039,-0.08127,0.11912,9.1255,-0.187111,0.44906,501.427856
VIMJEH,0,1,88,532,-0.20779,-0.08613,0.12166,7.6535,-0.182251,0.43541,497.711292
VIMPIR,0,1,95,428,-0.19403,-0.08254,0.11149,0.2208,-0.235975,1.17426,624.203733
VIMZAV,0,1,80,422,-0.16881,-0.05302,0.11579,10.8189,-0.158891,0.5046,529.545629
VIPLEO,0,1,78,490,-0.19879,-0.0949,0.10389,10.1711,-0.172425,0.40526,501.448628
VIPLIS,0,1,76,490,-0.20505,-0.10758,0.09747,13.0249,-0.167644,0.40594,492.864103
VIQLOX,0,1,51,254,-0.2094,-0.10313,0.10627,12.4553,-0.100255,0.91607,337.748478
VISBUV,1,1,53,246,-0.2932,-0.19423,0.09897,9.3743,-0.104763,1.19326,312.783237
VISRUM,1,1,73,288,-0.24617,-0.16765,0.07852,0.2959,-0.145563,0.62389,395.811734
VISSAT,1,1,73,288,-0.24556,-0.16736,0.0782,0.061,-0.145585,0.62467,395.815414
VIWKEU,0,1,102,504,-0.16215,-0.07121,0.09094,20.5087,-0.255526,0.31097,686.548051
VIWKIY,1,1,103,510,-0.26298,-0.17771,0.08527,5.4935,-0.249823,0.31381,689.594569
VIWPUP,1,1,38,258,-0.32229,-0.22911,0.09318,5.709,-0.077685,0.55193,283.82768
VIXPIE,0,1,40,290,-0.19002,-0.10724,0.08278,10.4861,-0.080438,-0.79312,322.051433
VIXRAW,1,1,45,272,-0.32021,-0.22253,0.09768,10.7566,-0.087968,0.5549,300.056001
VIYMUL,0,1,29,148,-0.17058,-0.09006,0.08052,7.6454,-0.042788,1.04156,178.251091
VIYRIF,0,1,111,424,-0.14183,-0.09875,0.04308,12.3862,-0.148914,0.73134,530.396295
VIZKEW,1,1,89,394,-0.27304,-0.16201,0.11103,4.3341,-0.224217,0.32949,578.407842
VOCHOM,0,1,53,256,-0.15212,-0.0597,0.09242,0.0033,-0.10878,0.41509,322.058774
VOCVER,0,1,71,382,-0.16841,-0.07238,0.09603,3.4405,-0.163508,0.45535,478.84192
VOCVIV,0,1,71,396,-0.16759,-0.0744,0.09319,4.7933,-0.17478,0.4134,505.933827
VOCVOB,0,1,74,380,-0.16617,-0.08469,0.08148,3.8835,-0.177847,0.43629,489.537619
VOCVUH,0,1,78,392,-0.16982,-0.082,0.08782,2.9437,-0.190529,0.20965,510.41905
VOCYIY,0,1,167,752,-0.17105,-0.07275,0.0983,5.7416,-0.402493,-0.16424,1064.002288
VOCYUK,0,1,180,750,-0.18504,-0.074,0.11104,10.8402,-0.449692,-0.15936,1069.173253
VODHOM,1,1,59,314,-0.28474,-0.18922,0.09552,8.2802,-0.130796,0.37289,384.96758
VODHUS,1,1,59,346,-0.30091,-0.19778,0.10313,12.04,-0.132499,0.37885,386.990163
VOGCUS,0,1,71,348,-0.17789,-0.06796,0.10993,8.4088,-0.156042,0.21983,424.756301
VOGDON,0,1,71,364,-0.19169,-0.07237,0.11932,4.8997,-0.154481,0.42548,434.328897
VOGDUT,0,1,69,346,-0.18751,-0.07076,0.11675,4.6058,-0.144399,0.49148,417.859134
VOGSEQ,0,1,45,308,-0.18426,-0.09911,0.08515,11.6543,-0.096143,-0.79722,342.085392
VOHHIM,-1,1,34,186,-0.0696,-0.06172,0.00788,18.4514,-0.048129,0.77684,210.679509
VOHHOS,-1,1,34,186,-0.0696,-0.06168,0.00792,18.325,-0.048145,0.77683,210.679252
VOHJUA,0,1,83,386,-0.15279,-0.10346,0.04933,11.7197,-0.166573,0.70897,525.729588
VOHXOI,0,1,111,484,-0.21195,-0.03905,0.1729,7.9612,-0.242093,0.16044,639.654813
VOHXUO,0,1,117,500,-0.21163,-0.03731,0.17432,8.0127,-0.255001,0.15426,662.999695
VOJBII,1,1,96,448,-0.25349,-0.2124,0.04109,2.3956,-0.236124,0.28476,617.160197
VOKSOE,0,1,40,296,-0.19329,-0.13341,0.05988,7.8186,-0.088105,-0.78825,327.064651
VONLIW,0,1,58,300,-0.17061,-0.06279,0.10782,1.9221,-0.116562,0.4714,359.526522
VONLOC,0,1,65,332,-0.17217,-0.06406,0.10811,1.9949,-0.134022,0.4719,410.602025
VOPXUW,0,1,76,436,-0.18303,-0.08519,0.09784,5.5529,-0.18225,0.42786,501.719247
VORQUQ,0,1,69,342,-0.17733,-0.05523,0.1221,0.9438,-0.14325,1.29261,419.082091
VOYJAU,0,1,41,228,-0.1873,-0.02723,0.16007,12.4812,-0.086852,-1.72861,246.120149
VOYQAD,0,1,96,490,-0.17495,-0.10537,0.06958,8.4713,-0.191868,-0.81708,602.073085
VOZREJ,0,1,51,278,-0.19072,-0.08929,0.10143,3.2821,-0.093607,0.56544,326.772896
VOZRIN,0,1,125,508,-0.187,-0.09036,0.09664,2.5656,-0.216844,0.57029,665.600019
VOZWIS,0,1,63,356,-0.17269,-0.0731,0.09959,3.9659,-0.142909,0.44854,431.372191
VOZWOY,0,1,63,364,-0.18129,-0.07693,0.10436,4.2017,-0.14998,0.24554,443.173984
VOZWUE,0,1,74,404,-0.17251,-0.07833,0.09418,4.0863,-0.190244,0.21206,513.86773
VUCJEK,1,1,133,472,-0.31482,-0.12719,0.18763,0.1897,-0.281469,0.44413,658.11793
VUCJUA,1,1,107,386,-0.32228,-0.1304,0.19188,1.2047,-0.206599,0.39882,522.077413
VUCKAH,1,1,99,358,-0.31952,-0.13054,0.18898,2.3792,-0.19438,0.40757,485.407527
VUCKEL,1,1,115,424,-0.31362,-0.13041,0.18321,0.8091,-0.242029,0.43277,587.927527
VUCPOZ,0,1,47,282,-0.18686,-0.07734,0.10952,9.9712,-0.0937,-0.80587,331.158752
VUDKOV,1,1,41,212,-0.3011,-0.18504,0.11606,0.6002,-0.073463,0.4993,262.884026
VUFTEV,0,1,96,364,-0.17428,-0.10784,0.06644,5.2759,-0.185038,0.74157,509.987759
VUJHEP,0,1,71,318,-0.20251,-0.12507,0.07744,10.3595,-0.121306,0.92115,417.671289
VUJHOZ,0,1,53,270,-0.20429,-0.12647,0.07782,10.4191,-0.10132,0.92043,347.89492
VUJHUF,0,1,53,270,-0.20422,-0.12655,0.07767,10.4357,-0.101271,0.92144,347.895105
VUJJAN,0,1,53,286,-0.19997,-0.131,0.06897,10.6032,-0.107826,0.92167,377.567353
VUJJIV,0,1,67,334,-0.20739,-0.13117,0.07622,10.9506,-0.130296,0.9187,449.436486
VUJJUH,0,1,45,254,-0.21648,-0.13905,0.07743,11.933,-0.091907,0.92945,315.865859
VUJKES,0,1,45,306,-0.2184,-0.14266,0.07574,12.1211,-0.098076,0.93319,352.785227
VUJKOC,0,1,53,318,-0.22281,-0.14585,0.07696,12.1755,-0.103256,0.93366,356.008831
VUJMEU,0,1,56,334,-0.18351,-0.08371,0.0998,8.2552,-0.117699,-0.82763,389.277873
VUJMOE,0,1,63,356,-0.1861,-0.09883,0.08727,11.2169,-0.131487,-0.8195,419.004927
VUMKAQ,1,1,104,458,-0.28056,-0.17629,0.10427,4.119,-0.240504,0.27389,682.180423
VUMNUN,0,1,56,300,-0.17341,-0.10305,0.07036,9.9995,-0.103263,0.44693,373.765554
VUMPAV,0,1,70,364,-0.17796,-0.10929,0.06867,8.3547,-0.128226,0.45148,448.221142
VUMWEH,1,1,44,228,-0.36098,-0.21241,0.14857,7.4158,-0.082073,0.65415,255.151248
VUMWIL,1,1,46,242,-0.29286,-0.21263,0.08023,9.0544,-0.086292,0.65217,269.009461
VUMWOR,1,1,53,266,-0.35979,-0.21396,0.14583,6.4655,-0.094527,0.65631,296.524092
VUMWUX,0,1,42,272,-0.17014,-0.0895,0.08064,10.456,-0.077659,0.42754,263.205994
VUMXAE,0,1,51,274,-0.16873,-0.1006,0.06813,7.3485,-0.111853,0.51486,311.458518
VUPCIT,0,1,41,222,-0.20975,-0.06294,0.14681,9.3967,-0.065622,0.17182,229.883735
VUPQAA,0,1,31,194,-0.21242,-0.10214,0.11028,10.659,-0.059539,0.92691,220.339654
VUPQEE,0,1,34,202,-0.21194,-0.1023,0.10964,10.6858,-0.06418,0.92382,231.917031
VUQDUI,0,1,28,186,-0.21302,-0.10302,0.11,10.4841,-0.054212,0.92175,208.772026
VURFIY,0,1,75,394,-0.18699,-0.11354,0.07345,5.1764,-0.17251,-0.6119,521.287325
VURGAR,0,1,79,398,-0.18778,-0.11102,0.07676,4.6781,-0.171763,-0.86951,523.934517
VUSJAW,0,1,101,428,-0.17703,-0.04896,0.12807,5.9285,-0.242069,0.34691,658.069607
VUTNIH,0,1,117,486,-0.18045,-0.16242,0.01803,4.4565,-0.280127,0.75518,679.042628
VUTYAM,1,1,49,290,-0.2812,-0.20592,0.07528,12.6969,-0.105459,0.13481,324.631722
VUXDOH,0,1,61,326,-0.17876,-0.09882,0.07994,7.4233,-0.127613,0.32899,367.215826
WABWUT,1,1,67,312,-0.31594,-0.21416,0.10178,7.0315,-0.118189,0.54439,362.713152
WAFVOO,0,1,37,256,-0.18712,-0.1034,0.08372,7.7948,-0.082408,-0.78709,295.653137
WAFYEJ,0,1,147,576,-0.19261,-0.10427,0.08834,0.0097,-0.278861,0.23561,773.460708
WAGPOJ,0,1,49,266,-0.19691,-0.11288,0.08403,12.0722,-0.10282,0.95092,341.9948
WAHHEU,1,1,113,514,-0.2847,-0.1388,0.1459,0.4235,-0.30747,0.20602,765.078721
WALXUE,0,1,43,264,-0.18306,-0.07274,0.11032,10.0312,-0.089779,0.34108,302.600032
WALYAL,0,1,55,300,-0.17221,-0.07317,0.09904,10.4306,-0.108701,0.38856,371.647679
WAMXAM,0,1,83,346,-0.18711,-0.1008,0.08631,8.0205,-0.150588,1.18719,453.717183
WAMXEQ,0,1,74,306,-0.19529,-0.10751,0.08778,4.4217,-0.129987,1.19953,395.73041
WAQCAT,0,1,49,260,-0.20042,-0.03386,0.16656,8.8945,-0.088822,0.18228,291.24676
WAQCEX,0,1,51,262,-0.20321,-0.03244,0.17077,9.2592,-0.091607,0.18866,291.9661
WAQCIB,0,1,69,310,-0.20731,-0.03367,0.17364,8.8945,-0.131344,0.1573,362.277974
WAQCOH,0,1,35,196,-0.19961,-0.01751,0.1821,10.7025,-0.054861,0.13291,189.395966
WAQCUN,0,1,23,164,-0.19929,-0.01895,0.18034,11.2802,-0.032154,0.17097,143.070059
WAQDAU,0,1,43,224,-0.20067,-0.01827,0.1824,9.8784,-0.066525,0.16731,226.143672
WAQDEY,0,1,59,280,-0.2025,-0.01731,0.18519,8.8858,-0.114404,0.12388,298.667193
WAWJAI,0,1,68,318,-0.19772,-0.0312,0.16652,10.6221,-0.119689,0.1565,357.660434
WAWJEM,0,1,75,346,-0.19794,-0.02938,0.16856,10.3456,-0.135376,0.15723,391.134041
WAWMEP,0,1,79,350,-0.19835,-0.08266,0.11569,10.418,-0.141417,0.1652,420.074767
WAWMIT,0,1,89,402,-0.20744,-0.11128,0.09616,9.746,-0.154294,0.19357,490.777586
WAXHOV,1,1,126,544,-0.27605,-0.18606,0.08999,5.3369,-0.336238,0.1063,821.123571
WAXKIR,1,1,65,262,-0.33477,-0.1466,0.18817,0.4059,-0.09679,0.40313,311.565493
WAXVAU,1,1,71,358,-0.29037,-0.17901,0.11136,4.5461,-0.137552,0.83372,443.303232
WAYNAN,0,1,39,202,-0.1474,-0.09217,0.05523,0.0101,-0.080848,0.68515,269.476574
WEBVIL,-1,1,70,384,-0.0945,-0.01214,0.08236,7.4487,-0.17146,0.38965,463.047592
WECYOS,0,1,93,404,-0.21684,-0.13187,0.08497,0.4049,-0.182388,0.75107,501.398663
WECYUB,0,1,72,386,-0.19554,-0.10569,0.08985,6.4527,-0.142328,0.82877,472.082219
WEFGOG,1,1,75,306,-0.33845,-0.16673,0.17172,0.6406,-0.119255,0.42858,396.721663
WEFGUM,1,1,75,306,-0.33817,-0.16674,0.17143,1.2528,-0.119423,0.42803,396.717401
WEHHIA,0,1,131,570,-0.16038,-0.0403,0.12008,0.7464,-0.377425,-1.65254,853.876351
WEHLEC,0,1,33,262,-0.19594,-0.14509,0.05085,11.1874,-0.067768,0.53027,261.057684
WEHLOM,1,1,52,276,-0.29265,-0.22772,0.06493,9.7933,-0.092458,0.91004,326.718985
WEHROR,0,1,53,274,-0.18932,-0.10612,0.0832,13.604,-0.083669,0.3448,301.274772
WEHRUX,0,1,65,306,-0.18934,-0.10673,0.08261,13.6748,-0.096707,0.34523,347.91377
WEJMEG,0,1,57,300,-0.17766,-0.07164,0.10602,5.2104,-0.121211,0.44622,352.81824
WEJMIK,0,1,57,300,-0.17549,-0.07415,0.10134,5.3685,-0.121676,0.43364,352.787656
WEJMOQ,0,1,57,332,-0.19168,-0.0819,0.10978,5.3872,-0.123319,0.43788,354.392607
WEJMUW,0,1,57,332,-0.19374,-0.0793,0.11444,4.9956,-0.122815,0.44971,354.413313
WEJNOR,0,1,60,296,-0.2224,-0.0989,0.1235,7.8094,-0.113818,0.89598,348.461753
WEJPAF,0,1,60,318,-0.2271,-0.11437,0.11273,4.2707,-0.10746,0.99617,340.082632
WEJPUZ,1,1,62,342,-0.28008,-0.19038,0.0897,8.4329,-0.142039,0.3763,421.871644
WEJQAG,1,1,65,350,-0.27879,-0.1868,0.09199,8.5946,-0.148106,0.37753,433.590688
WEJTEM,0,1,88,442,-0.18658,-0.06779,0.11879,2.7256,-0.203832,0.35947,572.26346
WEKVUF,1,1,44,224,-0.31771,-0.19534,0.12237,5.2165,-0.089152,1.03183,287.818333
WEKWAM,0,1,41,214,-0.14066,-0.0807,0.05996,1.782,-0.076081,0.39028,281.952024
WEKWEQ,0,1,36,234,-0.14285,-0.08404,0.05881,5.995,-0.072418,0.34949,282.015145
WELCEW,0,1,97,532,-0.21026,-0.07739,0.13287,12.2556,-0.236364,-0.10566,627.335208
WELCIA,0,1,99,524,-0.20822,-0.05814,0.15008,0.0016,-0.230017,-0.12664,611.554023
WELCOG,0,1,83,488,-0.21041,-0.09617,0.11424,13.0933,-0.205355,-0.09092,562.878861
WELCUM,0,1,83,488,-0.21006,-0.08448,0.12558,11.8449,-0.206534,-0.13166,562.735558
WELHAY,0,1,59,344,-0.17139,-0.0925,0.07889,10.1393,-0.128785,-0.77567,430.24943
WELKOO,0,1,44,284,-0.18717,-0.10735,0.07982,11.205,-0.087321,0.06224,326.806598
WELKUU,0,1,40,280,-0.19475,-0.09747,0.09728,4.4937,-0.088242,0.43952,316.34327
WELRUD,0,1,143,578,-0.15445,-0.08382,0.07063,0.0193,-0.286956,0.83988,763.632468
WELSUC,0,1,79,392,-0.17179,-0.0708,0.10099,0.0002,-0.167442,0.5844,506.140437
WELWIT,0,1,61,358,-0.17895,-0.07589,0.10306,18.0722,-0.149445,-0.44773,451.650373
WELWOZ,0,1,65,382,-0.17877,-0.0818,0.09697,18.4471,-0.165248,-0.39292,491.13986
WEMVOB,1,1,101,432,-0.27091,-0.19219,0.07872,0.0919,-0.269133,0.68481,631.756447
WENBEX,0,1,67,344,-0.17165,-0.07068,0.10097,1.7367,-0.139826,0.48276,427.929956
WENBIB,0,1,73,408,-0.1849,-0.0905,0.0944,2.1424,-0.150111,0.4924,458.140552
WENGOO,0,1,37,232,-0.18529,-0.07812,0.10717,5.5798,-0.072685,0.43022,253.353253
WENGUU,0,1,53,290,-0.1766,-0.07346,0.10314,6.8493,-0.098837,0.42296,333.037813
WENHAB,0,1,69,348,-0.1671,-0.05545,0.11165,6.4384,-0.125071,0.41525,412.725784
WENHEF,0,1,63,348,-0.17838,-0.0611,0.11728,3.902,-0.115118,0.423,390.500991
WENHIJ,1,1,63,332,-0.31004,-0.20584,0.1042,10.5464,-0.113891,0.53711,383.11578
WENHOP,1,1,69,348,-0.29497,-0.20469,0.09028,11.4013,-0.134892,0.32479,406.497016
WENWET,0,1,35,244,-0.18661,-0.08622,0.10039,9.1166,-0.071862,-0.94965,276.69483
WENWIX,0,1,38,252,-0.18728,-0.0814,0.10588,9.1468,-0.078284,-0.95243,288.111033
WENWOD,0,1,28,218,-0.19091,-0.09579,0.09512,8.6041,-0.056143,-0.95026,232.363295
WEQPIR,0,1,28,284,-0.19788,-0.12008,0.0778,8.5507,-0.064932,-0.78497,275.764116
WERLUB,0,1,127,488,-0.16694,-0.10705,0.05989,0.4357,-0.245401,0.78982,711.852676
WESQUH,0,1,38,234,-0.17285,-0.08359,0.08926,2.0207,-0.072571,0.55189,263.300901
WESRAO,0,1,46,242,-0.16214,-0.06933,0.09281,1.3128,-0.082892,0.48518,272.684518
WESRES,0,1,41,252,-0.16831,-0.08259,0.08572,0.5238,-0.078481,0.56721,283.574073
WESXOK,0,1,37,242,-0.18779,-0.10443,0.08336,8.7298,-0.074744,0.39835,270.66455
WETKEN,0,1,105,502,-0.18927,-0.09964,0.08963,1.2207,-0.225981,0.66989,676.420745
WETKOX,0,1,79,420,-0.18684,-0.10545,0.08139,0.8035,-0.178179,0.67745,546.32306
WEWLIU,0,1,41,260,-0.18039,-0.07421,0.10618,4.4749,-0.088096,0.39003,298.937524
WEWVIG,0,1,51,264,-0.15656,-0.11933,0.03723,0.0024,-0.080134,1.25767,298.755892
WEYBAF,0,1,29,238,-0.20339,-0.14151,0.06188,14.091,-0.05597,0.35717,221.4345
WEYPUO,1,1,36,220,-0.32142,-0.19389,0.12753,5.4691,-0.065984,0.54622,241.294878
WEZGUG,0,1,67,410,-0.1998,-0.08764,0.11216,8.3252,-0.145182,0.40444,432.378447
WIBBOB,1,1,81,316,-0.24185,-0.1601,0.08175,0.3434,-0.153463,0.61048,432.00102
WIBCAO,1,1,85,320,-0.24202,-0.16272,0.0793,0.1339,-0.163188,0.6219,442.25044
WIBCES,1,1,85,320,-0.24176,-0.16262,0.07914,0.0818,-0.163623,0.62145,442.260866
WIFFOH,1,1,55,266,-0.3223,-0.16588,0.15642,0.1415,-0.087241,0.45178,301.783508
WIFVUD,0,1,53,304,-0.18932,-0.09543,0.09389,13.0986,-0.119779,0.25044,359.994598
WIFWAK,0,1,38,250,-0.19394,-0.09766,0.09628,6.3714,-0.07683,0.05792,265.05237
WIFWEO,0,1,42,264,-0.19202,-0.09648,0.09554,6.5997,-0.085982,0.06243,283.103941
WIFWIS,0,1,36,232,-0.19985,-0.093,0.10685,3.0879,-0.068193,0.16428,247.937597
WIGDUN,0,1,81,342,-0.20722,-0.0503,0.15692,8.9086,-0.139453,0.1894,408.572429
WIGWOB,0,1,75,344,-0.19375,-0.10131,0.09244,0.0001,-0.134275,1.2636,475.580082
WIJBAT,0,1,64,372,-0.18912,-0.11016,0.07896,9.0672,-0.13137,-0.81488,446.790155
WIJGAY,0,1,33,246,-0.21513,-0.09811,0.11702,10.6775,-0.074413,0.69365,251.424045
WIJGEC,1,1,66,392,-0.31317,-0.19176,0.12141,6.803,-0.166233,0.70141,445.340295
WIJGIG,0,1,34,188,-0.21222,-0.09135,0.12087,8.4276,-0.066194,0.964,233.085284
WIKGEE,0,1,45,264,-0.17288,-0.0644,0.10848,6.4592,-0.088519,0.37465,295.849767
WILMOU,1,1,56,276,-0.26281,-0.19216,0.07065,6.1496,-0.121243,0.22701,357.746935
WILVOE,0,1,61,320,-0.19232,-0.09528,0.09704,0.0064,-0.12129,0.66919,405.638766
WILVUK,0,1,32,210,-0.21311,-0.13816,0.07495,12.8855,-0.062175,0.32947,242.559145
WIMJOS,1,1,36,240,-0.34932,-0.25103,0.09829,6.9551,-0.073632,-0.63229,273.46315
WIMJUY,0,1,32,232,-0.20195,-0.12203,0.07992,5.2529,-0.06264,-0.78331,251.583819
WINCOO,1,1,31,216,-0.33577,-0.23697,0.0988,8.0054,-0.061636,0.55556,223.942978
WINCUU,1,1,31,216,-0.33571,-0.23694,0.09877,8.0049,-0.061633,0.55539,223.943901
WINJIO,0,1,65,314,-0.1684,-0.10611,0.06229,8.8051,-0.151722,0.3501,439.730183
WIPYOM,-1,1,26,188,-0.07659,0.06763,0.14422,13.4465,-0.047448,0.07627,192.699291
WIPYUS,-1,1,32,214,-0.08404,0.03786,0.1219,14.4507,-0.061214,0.09327,232.58482
WIPZAZ,-1,1,32,214,-0.08236,0.04527,0.12763,13.9576,-0.060171,0.08159,232.648789
